setBiosysID	geneEntrezID
160943	81565
198840	5054
106165	10053
470	5294
128670	7852
119552	9402
199266	55131
83025	275
137940	1901
106574	4670
138056	7428
103421	10993
138045	3725
501	2194
114229	3679
198765	23266
114229	5563
167191	10319
105900	6233
198884	5700
154383	5613
160941	5708
137945	5327
198797	4790
132956	4725
460	3605
105811	55755
137911	3157
130590	482
198881	5879
105837	3981
152657	54106
144027	483
106077	23521
198849	11216
119548	219981
137962	7472
83105	2255
105960	9972
82994	7357
198916	50507
105951	6432
198794	3565
105928	2703
462	2147
106198	11097
466	25847
106386	3558
137999	2335
105927	125111
137928	5581
357	6483
83089	7454
161020	5697
169345	55294
198851	3553
106197	279
114228	4082
105897	6249
83049	6198
83106	5594
105782	5000
106574	84967
105999	5439
83105	1030
324	114049
102279	27243
105751	11200
105952	57794
105923	59345
102181	5662
200309	8992
106212	5836
173907	5595
82946	57804
83035	10349
105967	6136
198782	2697
105952	220988
106419	7248
142356	144193
406	130
119546	63915
198834	5602
83068	3655
82958	222
444	2237
83044	57804
99051	1236
137928	2771
82939	6898
198860	6341
198862	2353
83083	51208
125136	22916
161061	2785
106444	9828
105796	5692
83118	10319
119549	2788
82944	9615
160977	54600
82926	2027
471	7479
138067	2932
105807	22897
106549	6428
160976	1632
198886	1131
106386	3659
83050	2767
139755	8803
83058	84971
83048	7124
193096	7305
119558	1317
303	1340
105837	2187
160999	9353
105666	578
167190	5589
137974	839
137960	5594
198782	378
83081	5291
477	5743
142129	84706
383	4190
106537	59283
106001	5436
147795	3586
139057	55902
83058	23192
198918	8294
187198	51764
137987	25913
193184	56001
82945	10
160977	5565
83067	5501
106358	347148
106357	3060
187087	387522
83045	5984
83044	2067
198853	6146
105877	3978
160135	7189
186764	23332
106238	5281
82940	7363
106572	5824
106481	6195
106229	6607
198917	4331
187215	8570
131226	3418
198845	252983
82993	50487
193328	10284
106044	8525
198835	6497
187198	5152
198853	6229
117291	51691
154409	801
106067	6191
106549	6635
160942	121441
106590	1073
106230	7280
105830	10393
119552	3115
106443	4803
137935	3910
105897	1060
106041	5364
137995	596
137959	2175
106065	483
119571	9152
138628	4047
83048	775
160992	5690
106404	246330
138055	83593
138067	80204
83071	50855
106572	476
105902	3487
187106	5777
161050	3017
187200	50940
106028	7277
137969	7803
106540	8335
106508	3791
504	89780
83097	3710
106050	3674
456	8649
169345	8650
198838	1559
106390	5970
153859	8685
523	5295
106549	4774
82935	224
82926	130
106444	26574
187211	207
144181	6885
138024	4088
105828	5696
105951	3188
137938	3558
198848	7025
193147	7006
160991	5708
147795	2773
160943	8379
96530	5613
137928	5295
137929	6776
498	390167
105965	6222
106363	83551
137930	200958
82978	55624
105836	5718
198795	4233
307	100
83077	3976
106356	2792
83087	282770
105937	10250
198918	3456
468	3446
198886	10800
83090	5260
105950	5437
106503	91614
122191	6885
198853	6198
83052	3708
106419	3630
105995	51497
105847	4595
106495	109
161003	1463
106439	26230
106108	1374
480	1462
137989	54434
523	1499
83087	390883
147809	2773
169353	3691
198800	10788
138018	3002
83062	4854
161048	55320
198760	9655
132956	253558
128760	942
138010	462
511	317
96864	25759
83053	59350
137955	5291
106386	2634
106383	401994
105937	8668
482	998
119558	64849
121285	775
160993	28960
106386	2353
105890	5436
106512	5516
198894	843
161051	6917
198811	4175
471	5613
82946	956
106358	3061
106443	29
198881	5290
198774	163
106328	6234
198759	815
106344	2263
83104	7414
106493	5330
462	1145
83085	3708
106541	5981
83008	10840
137939	843
138074	6121
198900	8510
161025	5829
125136	7307
130626	6337
83051	6352
106358	5173
82935	37
106077	6194
106572	117247
106089	5610
83059	5562
161004	8650
105837	5893
124833	171568
83073	733
471	23002
137932	8543
106439	4804
82927	3420
138045	10987
83073	728
106377	611
105983	6233
119548	6019
194385	19
198770	3567
198798	8705
105848	4350
106503	5924
106537	1742
452	2965
106332	6155
153859	23545
106062	285
106428	81617
106394	148022
105906	6818
187204	5515
83034	6319
106455	51107
187187	2786
480	51208
119564	65010
114228	5295
198868	1120
105978	285596
83048	5606
105846	5111
83105	89780
96864	10451
160939	7311
106419	9114
106337	2549
296	35
160960	8822
144028	6885
424	79731
105969	6187
83051	3444
400	23057
123027	55825
125137	3447
138061	4792
471	5530
198870	4698
122191	1432
105782	5690
198907	4205
106169	1734
137974	834
139089	445329
198759	2810
160948	8968
475	4087
511	2891
105937	6232
138040	2033
119548	5733
138064	6352
144181	7097
82926	218
198912	5321
123126	80339
83067	858
83108	7039
105951	5436
522	1956
106353	2253
397	84284
138034	9098
82995	2528
105957	10921
82935	2639
83081	4793
173907	9021
132956	5298
83087	120793
462	1140
106369	3973
105812	3619
106005	5440
144181	4790
161004	1808
105678	1832
187209	6714
198799	1742
106513	2793
160961	2549
160957	5335
105976	6173
490	3449
453	6118
83060	8793
488	4609
105906	10525
198774	4205
499	114
463	1029
106246	60
131226	5825
161070	340024
106487	5045
429	9415
106028	2534
161061	2790
105782	57804
138057	1386
198894	6416
106026	5692
83084	5187
83087	8388
522	1026
119547	6456
160941	4998
101142	445
167191	7124
476	2044
500	22800
83097	9167
171866	90353
366	8681
161063	2769
198765	283383
138036	6648
106035	5291
466	55958
106048	3082
106196	8021
106441	51107
198865	2182
105902	6204
101142	159
106328	2197
105951	10262
498	390162
106548	8362
105959	8683
193328	8189
167324	10319
161051	6829
83057	662
124833	3444
83021	645
198897	7253
128760	10803
187181	3763
105769	891
530	3675
105828	5691
119548	79544
83050	5260
177876	9470
106121	5566
82944	26289
105694	5604
198800	85415
105749	9861
106199	5208
450	79966
106043	1908
169345	9148
138007	6790
161020	351
106560	84967
480	3680
137913	6622
96865	4074
119519	2932
106551	2967
106403	7311
105787	51343
106516	6540
83123	3567
198874	8936
515	998
106572	285242
106357	3973
105999	902
144181	3689
105937	23020
105815	57082
106335	5432
187187	55970
106386	5771
198917	2966
106574	53981
106150	79644
138053	5609
106356	257313
167190	7415
116128	3445
83104	10392
119558	115111
106548	8368
137916	4233
498	2978
82978	8703
93992	783
99051	5879
119548	51764
102279	5371
160991	6418
144028	1432
198886	1128
132956	251
96864	6011
105815	22919
82969	11185
160992	5695
106359	6363
138006	5595
106403	5600
105815	23122
83116	399694
161020	5995
130626	2810
105832	64682
160943	26271
143631	109
106351	2251
138057	805
106233	2621
106413	10870
161006	3688
463	4175
132956	9245
106028	5660
106502	84033
119548	139189
106549	6921
153352	477
137977	1793
83095	3553
105977	6165
125138	595
198849	5577
83048	5601
106549	4116
521	5296
130590	2810
137917	1432
161066	4891
105754	6117
161040	815
198795	5598
200309	940
106386	51447
198896	7157
83031	373156
105909	112
105889	10714
361	231
468	9474
83087	390436
106383	81442
106029	2776
83100	387332
106419	1981
443	6908
103421	160287
187179	2556
187098	57506
198851	273
161043	552891
198834	5608
96864	729230
106452	4099
367	5322
105821	5714
106230	26224
100065	735
482	4636
106050	5154
106356	4922
106356	26476
106558	8732
344	54657
106572	57282
160943	5501
106549	2965
105796	5695
83104	960
119545	162
198803	8665
83100	4731
198903	7171
105786	4999
122131	329
106465	4893
105983	5686
106261	140465
198847	5518
106439	156
83081	7410
187221	57134
187193	9177
114229	3676
198770	4792
509	4731
106043	139189
106082	55746
198759	7533
83071	23562
138389	3158
106439	5924
105968	8668
82944	3000
187196	23764
528	6655
198844	3084
128670	3109
198794	3553
189045	998
137999	5298
83071	1364
149806	2779
105892	2073
160958	9965
137915	5566
161063	10681
106250	8034
198782	1999
83076	29110
105922	506
161020	5368
469	5170
495	6097
105750	4174
119545	23431
137991	26018
96864	414062
106363	134860
105850	5425
106518	6511
137981	3630
138942	54928
105937	905
106358	122042
119571	6534
105771	5685
83085	5500
106551	8340
106160	8905
119523	2242
160992	1974
105951	1477
138037	2885
160948	8370
198799	983
198886	26532
106003	5438
105980	27068
160140	3606
481	2534
83117	861
509	4726
122191	23118
82957	6611
83080	5062
290	54575
106572	4928
160949	5440
106034	2785
106238	284098
138031	3576
106404	1147
83080	2932
106229	10073
105765	23122
456	5607
417	10380
294	2194
132956	5315
137941	3725
83083	9564
193096	23533
83100	7384
137912	207
187198	4846
198860	4715
106065	9056
138040	10379
198871	7422
99051	6772
105937	10062
83092	805
105740	5714
106043	84109
187220	4249
106028	1607
106356	998
106443	5923
169642	23533
105982	23395
193146	570
193096	6300
488	5290
198850	3028
466	8916
105810	55722
468	8678
198765	2837
105902	389692
198816	6010
106204	2203
198847	85409
532	6356
105866	4683
106398	51135
143631	397
119546	51429
83048	5320
161020	2357
355	23553
462	4157
105951	11338
106067	1213
138063	2770
137987	1027
83106	23533
119548	59350
105688	56963
83087	391195
105747	5699
427	130
106356	1081
82987	3707
198770	7409
160976	2819
187178	2770
480	8506
522	5159
132956	8818
187089	1386
199556	2694
106438	245973
106542	55651
116128	7706
169351	648
187178	2567
175229	22794
131126	5195
167325	6747
105832	7316
105938	10046
138071	3055
480	4359
106503	9459
106493	5142
82944	3251
124832	10946
187211	23016
160955	6218
83051	3626
105740	7316
106029	5140
106220	6888
198806	860
93344	775
167190	55968
160992	8125
117291	219988
106035	5296
102181	160
137963	55802
83050	163688
407	212
105962	348995
187189	109
154383	114
105765	5426
83090	6654
132956	54947
161033	27330
511	5879
187100	7186
105833	29882
132956	6609
119521	27289
82949	635
106199	5213
83085	5502
187178	3765
198869	134
138026	3630
198780	3665
106534	5331
106564	9329
106419	54106
198909	118788
83072	84617
198853	9349
105969	1968
105793	6118
83050	5724
83098	1351
83061	6424
169642	23118
177876	5903
105829	8881
116128	3576
83078	4254
478	5908
295	1892
83053	2570
119527	9901
505	8660
169348	50807
106534	4747
105963	8086
344	8972
530	1871
167190	22926
104488	23382
105689	5623
488	3590
160942	5566
198844	1026
83068	10319
119541	54331
198835	1859
106572	7037
307	4831
106244	7277
147809	8517
121285	10368
498	135924
106534	814
106572	83697
132956	1577
106402	59307
493	3845
105740	7311
106386	9103
106155	1588
105648	7529
83090	163688
106115	2181
138940	55300
309	5558
83100	5441
106019	162
137995	9020
478	1282
137949	5581
187103	3383
106386	830
520	9459
491	57144
138010	2260
106357	58191
119548	2796
83101	9601
198909	1848
83051	6357
187209	961
147795	2778
83026	6799
105825	64682
119544	54575
160948	3012
82974	2595
198884	8737
125138	79784
307	5141
106028	5345
160976	2
137989	6714
83048	1846
173973	7186
83093	6257
453	5981
126872	5533
83117	5604
137998	917
167324	5275
200269	1513
96865	23659
102181	10617
83070	5797
83097	4842
132956	3294
83087	442184
169306	50487
456	4908
105976	6193
119550	54331
124832	7307
144028	10454
106100	5566
198853	6203
106327	3945
82974	2998
83114	10000
169295	487
106572	170572
198779	130399
160943	5713
82995	2529
82946	10587
479	3693
187103	3109
160949	5435
137918	5819
105787	5702
99051	2790
106404	6285
106572	57153
106062	83700
161012	6675
198860	55967
160943	23649
106376	9294
471	8945
484	10747
198893	7042
106352	2261
105906	10130
473	5664
106328	6222
105694	5595
198886	3352
160137	9261
105978	6138
428	574537
106555	2068
82993	26279
491	387
187196	55669
442	55703
83077	3452
161037	4747
104488	1788
198832	8651
105750	3364
364	8613
483	5613
325	1312
125137	3442
106043	548645
106261	7094
106010	9883
105739	6233
137913	7332
83022	3156
187171	9789
187102	9474
105901	51343
106096	3670
105901	5719
198860	4720
83108	5604
476	9901
105983	4927
105967	6193
198881	4067
138082	5140
137958	4312
187097	26007
106028	3845
138007	151648
106036	5879
160948	3017
119548	81797
524	51176
105944	2957
198811	9133
106056	9564
106555	9015
105688	4629
160969	3987
83055	317
105685	5702
138058	84433
106028	3442
198789	387
106513	2744
460	1896
160941	81620
106552	8364
138695	5238
106390	1849
105786	5715
105784	9491
106503	9754
149806	8787
427	7366
137998	6464
119571	25800
137987	2475
106332	389692
177876	1975
105804	993
83035	64137
83105	7184
187097	3439
191192	7409
504	815
106555	2966
472	2113
119548	548645
105901	5707
83050	6261
105937	9669
83067	5294
106050	213
160992	55571
303	4729
106557	5430
83007	2571
187171	2922
106520	22999
106356	8526
83101	7082
368	391013
193328	26019
119550	2770
198858	1644
198884	5202
106096	5573
463	8317
105765	4928
169295	5579
105648	5720
106401	3665
105786	5709
106254	2194
535	959
83052	51763
498	390059
106169	8501
106572	56606
105782	5695
198843	6732
119540	55970
106513	2773
106014	7175
83067	3675
119544	8800
105839	8930
177876	54960
106492	4851
106357	5029
491	4893
96530	51806
138058	4067
142153	113675
105970	6203
137979	2033
161050	8339
153376	2977
498	390113
167190	201595
198865	35
83106	7042
471	4772
83107	6923
106502	613
373	134526
83105	2260
160968	3611
106525	6857
198779	2885
106160	10113
82966	2571
187201	3779
142241	56624
83087	127059
161005	6332
83040	5686
105688	91584
524	673
105940	1025
106149	570
138032	59349
139595	100
83034	54898
106387	714
119551	111
106356	81470
106386	3556
198774	8928
137996	1278
132956	8833
106050	5478
119548	6915
161051	7469
387	3030
198782	9564
83030	2617
105765	11065
169642	1234
119548	26689
83107	1387
106494	2790
187214	11340
160950	3188
424	23438
105734	6857
138076	834
106463	3265
198916	653689
106386	2033
137989	2549
106230	6181
137945	7448
106281	7371
105765	5558
83068	948
160999	57113
82926	5162
198780	3553
137988	3558
160977	1387
106013	8086
126872	699
119548	256148
119522	6093
83065	5747
106513	2566
480	6385
187091	51014
198874	30849
137930	1399
106357	2925
106043	23620
106416	3108
138064	387
160943	81929
119553	2885
198893	5321
198886	2925
450	126129
106352	867
161048	23421
198782	6456
169347	3065
132956	1582
138073	595
83002	4191
106388	1385
198797	8718
198849	3265
83116	7042
198799	6885
106566	5441
106029	998
198886	2842
462	2565
105978	2107
138073	3312
142385	8564
106034	88
83057	8417
187107	7341
106029	5321
132956	8630
105940	6874
126872	5528
137939	1026
137991	685
83061	5330
494	8503
470	4790
83061	5533
106386	1540
100065	5613
513	9414
119543	123099
106418	387521
106356	2798
187097	8737
106420	983
106402	5598
105978	6144
502	5602
138045	207
119548	10874
198864	3635
82944	5158
137920	8795
83105	7482
83087	219428
83053	1268
173973	3439
518	4436
160977	54579
194323	5578
161012	2147
83048	26291
105943	5440
106555	8362
170654	6476
160976	5641
198880	1378
105837	8930
106028	6547
106386	3561
106461	6654
187105	5770
138602	9677
83105	6774
105812	11004
198857	3575
106580	103
498	219431
83104	5600
169345	26292
193095	480
82989	56994
198799	5076
138048	6462
173973	3456
119549	135
106028	140628
83087	127064
106199	2806
106427	2549
198870	56901
138050	4214
106404	3551
488	1271
198906	107
100064	808
137998	2534
105786	5720
105906	2673
198918	5580
147809	5294
83040	5691
198816	5606
106398	7096
537	3932
198776	114
177876	6613
83070	1500
105903	6165
343	4257
537	5896
106357	1909
198894	356
106010	11097
83089	5605
106548	3015
137960	960
83051	10803
511	581
161012	9695
106029	2149
198886	2854
505	5465
198897	623
199538	337
106122	1666
137964	5608
198909	6772
462	2560
83041	9789
106443	23421
169348	2534
160998	729991
106273	1633
501	6199
106459	466
138006	3569
483	347688
452	2067
160962	10975
147809	2775
105700	6916
169353	5159
105796	5687
456	4296
83087	26338
137963	8850
198816	7410
96864	2771
198833	2879
83090	5291
198886	54329
106010	4928
82986	231
82987	5330
533	3115
105686	5689
106349	27006
132956	729020
106043	10161
83031	1559
119549	2783
105952	23450
83098	11315
106426	2264
83122	8367
83083	10398
137960	8394
198782	5829
198814	5223
82958	217
119548	120065
83065	5530
131126	84188
198862	6503
475	657
169295	492
83066	11261
83111	207
462	2846
198888	5730
83105	637
198852	949
193147	5295
147809	2770
193096	5293
143631	10488
83077	3458
106574	10921
161037	817
106358	1235
198905	4363
160993	5393
170654	8503
119553	2475
478	4233
106353	2248
193146	358
83105	9915
106017	5693
106544	5426
476	5361
106265	9615
105970	6208
106572	6505
160955	1975
105962	7175
102181	64145
105967	6167
137910	5777
460	3590
137956	55662
138057	10096
138014	9970
106513	2561
138007	10403
198886	135
142411	79611
106380	2784
462	135
138061	3718
83087	390199
198871	3280
105739	6119
198843	3183
187194	490
198811	8317
99051	111
83065	5535
106014	4927
138942	3612
106028	8356
119545	5878
106189	5053
364	10554
83111	7157
408	3422
106541	5984
105754	55388
198832	9370
143631	5868
198850	223
83099	5600
515	155066
106010	9972
152657	6403
106348	2253
106043	51764
105902	6184
106238	80031
160948	128312
106590	7454
137992	5587
132956	22856
82960	6898
106488	4855
199378	166378
187189	2788
144028	4689
509	126328
106337	998
105685	5707
83072	2767
106400	257397
198872	1958
105698	54576
106427	5571
124832	144983
198797	4793
425	130
105677	1830
198831	10599
106380	2778
83092	810
347	11226
106250	27010
106385	5295
160943	23595
83096	4760
83069	9379
99051	6777
106004	1025
105699	8529
106199	5528
498	219436
187106	817
106249	1727
193096	11027
106396	10392
303	64077
193095	5566
198805	4331
83088	346562
105828	5708
106028	2623
105965	8893
198848	5914
105688	1297
83121	1081
198810	10468
83079	5335
198900	7079
82928	5213
83105	7189
126872	9985
83104	4792
119533	64403
160939	122706
160985	7173
198807	2475
105999	2957
364	56985
106083	811
105902	55970
105832	7321
479	3381
106388	7334
105995	8480
106549	6924
106386	6776
106388	5516
511	7133
106356	401666
106516	88
137950	91653
106402	5515
82957	1152
535	355
106247	84261
198759	3708
105802	1022
106034	2790
161066	1356
200269	3683
83040	5683
105679	5339
105898	5692
287	230
83051	4233
83076	23533
492	975
106230	6155
161048	8290
83105	6789
198886	27334
105952	2963
198817	34
106357	165140
105944	6875
161055	5434
187099	8517
362	55300
105685	5699
154383	60
460	8743
137939	50484
100064	596
106386	5788
106049	5579
187082	23118
100064	9252
137954	6517
119571	6530
83086	23236
193147	8503
83070	999
119546	8905
478	3913
169349	595
106572	6510
138671	6723
132956	2584
106484	9261
137968	3397
466	7319
83069	9076
119548	9294
106192	1152
160939	5688
105899	5705
106431	7248
137958	6548
106388	5599
187081	246330
502	2488
161012	9487
105960	57122
106096	5567
137993	3565
83042	10062
198851	7249
193096	10454
106029	967
106054	10125
105909	23478
105996	5435
105973	6135
137974	7020
105689	1287
82987	5335
106110	5770
102181	4193
138037	2475
106572	121260
512	1346
187215	167227
198779	5590
106096	114
119527	23122
198795	388
106557	51585
106356	9628
83048	4791
198874	8874
106390	114609
138070	7204
138055	8517
525	7476
106551	474382
460	2689
82935	124
105721	10720
106418	915
501	1399
105698	9061
105728	2937
198774	7322
106082	81929
309	51251
198897	2798
482	1499
106357	4889
482	9076
534	8348
198774	1874
106357	594857
462	10800
106354	8074
198885	8569
198906	64407
106179	1629
119539	5330
172845	55687
106398	7311
106426	1978
198836	5058
138067	80854
105951	5433
83043	27301
425	2953
458	10298
105734	127833
96866	8681
119545	8907
137939	4802
106229	8086
106398	4208
137937	5595
105881	7518
160976	3417
106501	5532
106502	398
160976	1717
83087	10798
82928	230
477	100137049
83097	514
161049	8334
106356	128368
105891	5438
105831	29882
187220	8702
106378	5741
105808	5108
106164	8729
137926	3000
105937	6123
138017	6777
160992	5689
83055	901
198879	54567
160949	6617
82974	3098
106001	5441
106257	8884
106357	5739
83038	2959
501	5257
83093	7124
106439	6456
187081	5515
83054	7040
307	51292
105782	7316
198918	4261
499	259292
106001	902
198897	7201
187205	7450
83051	3627
106386	919
83087	390155
106165	8301
169352	8295
106386	4345
106017	5698
198816	5881
106043	2796
106249	1719
198876	6303
198845	5601
198804	54657
160976	9663
152665	4615
478	572
83109	5595
83072	3265
82935	223
106096	31
83118	3914
106535	1139
83067	7422
198906	2703
160950	8021
187082	57161
106572	57419
105826	991
525	89780
137972	8368
154383	3758
100064	396
137941	5451
198784	5894
106062	961
132956	1588
138067	25898
198849	2792
198880	1361
106449	5584
187211	5714
187220	4245
106400	59307
198828	102
114228	3984
144181	23118
105960	23165
161016	57171
106043	23566
534	8343
114228	8877
506	6514
493	2534
148661	3059
198862	25
82959	131965
137953	2932
119536	23236
83051	6358
160942	5577
83068	1292
83105	7484
187227	2185
496	5534
82926	3939
137997	55869
83007	123876
119524	3984
160137	7867
105691	983
138048	5595
137949	1385
105902	2769
106356	23365
153910	5289
287	222
105831	6233
526	1870
106001	6827
147795	414062
105927	219770
160947	6917
102181	6011
106328	6136
501	51763
198826	4067
187194	10079
83103	7534
83089	7414
83089	9564
106560	51362
138387	23590
198795	8515
456	5601
198845	8773
137994	55740
138061	5602
198879	4088
198816	3683
106511	5684
138058	5970
198865	1632
142248	54995
325	3242
106160	9698
172846	3586
106332	6144
187103	3440
106357	3718
169355	1432
193095	113
83051	8794
105663	90427
138071	6464
101144	2534
198902	3291
161011	1613
104488	191
153352	5332
83036	6159
105940	2961
198799	1739
106356	50650
83115	1019
105837	267004
119548	120775
83056	9063
462	1143
83107	998
138024	6711
105995	7936
106043	680
106054	10411
106028	11004
105677	5580
528	5925
198816	6093
138040	816
83087	254879
175229	10775
106491	4853
106068	6175
124833	3441
187106	816
137993	868
161048	5983
138012	7867
504	5579
491	4790
106430	2475
83089	3693
200269	3113
161003	3690
105677	6093
106250	23475
463	64682
99051	5567
161050	5931
169306	2776
160965	7351
105940	53371
105783	5708
198795	5604
198789	7471
160960	8823
105771	9861
82998	5105
83067	6714
106557	4331
309	10201
106028	1020
160961	1796
114228	10059
513	529
83059	64223
83055	11200
119548	442194
106549	25885
119533	81607
187228	4690
106096	2642
198774	4800
101143	5604
138027	25898
187095	1439
160943	9793
83031	124
106405	730
198809	3156
106482	1848
198886	442186
106114	23305
119558	6512
198779	5605
106386	1326
198832	8660
82994	2717
119520	5880
187090	8737
147809	2776
106548	3018
105978	6132
83090	5500
137940	3315
106503	388
106388	4205
83071	8735
106001	5433
456	775
106551	3013
139488	22908
106026	5701
99052	2720
198843	6629
132956	29906
193146	481
83046	4683
406	284541
462	2554
198886	4987
503	5566
106249	8566
198849	3760
131126	570
106555	8365
198779	5533
187104	9021
132956	271
83050	4638
198847	5523
83103	7430
105787	5707
119532	10207
139488	27124
173907	1366
83097	10975
83092	10488
138047	5879
106327	3418
106014	3837
105765	5111
106199	230
105826	1017
106459	1849
119546	9698
152657	1311
161066	29986
83071	6714
83056	8453
83060	9941
187211	3304
106263	2766
132956	1571
117292	64135
521	5894
484	966
160953	4686
198860	7351
498	401666
193095	57835
137968	4090
171866	9054
132956	56994
138078	994
119548	7253
161006	3685
83102	5781
106122	4594
83113	8322
128670	3118
106043	5020
462	4160
105825	5710
82926	5211
138013	57732
126872	5527
534	8331
119527	7408
106028	482
187198	5158
119548	2587
137910	6387
198870	4701
106383	391211
472	4853
138032	8452
138073	6595
187189	2791
296	38
407	1371
106356	8643
106244	10575
106005	5438
119571	5002
187211	51010
82946	5441
106403	4793
160966	1006
401	8875
106414	2533
105731	348158
138949	4952
105721	445329
187103	10410
406	1579
105686	5694
106572	9550
445	5702
137994	10092
82930	5210
105983	2961
106516	781
105648	5717
106356	1269
83075	290
460	23765
83072	10382
83051	60401
105821	5711
83079	3824
511	6506
161012	4351
477	5291
344	2632
102279	1601
106384	2889
106028	7157
531	5170
106386	22914
477	7867
105740	5719
106054	5170
132956	29926
106356	2781
428	1577
106393	1386
198885	3560
160960	2250
160962	9377
198787	6390
187106	3123
105796	5701
160966	3655
490	3446
106508	2277
500	3630
506	7124
160944	991
137930	4233
160995	23016
106553	2071
106158	8029
198802	4776
198802	6909
138014	581
105978	6232
161012	199857
137911	3033
124832	3183
198849	9590
106004	2963
105648	5708
470	8517
198802	7424
198797	6416
160990	64902
198806	8431
198897	23620
83004	5096
83116	7040
161052	2965
106028	3021
83031	222
82982	10090
106169	5092
106067	6168
198765	4935
137910	156
106234	2159
105815	79023
167190	23645
82931	2538
198917	5436
160974	5571
83115	23604
494	1536
106511	5687
167324	735
119535	24146
105968	6154
83077	5292
105782	3978
187213	118460
83092	64764
458	1026
152657	3592
187191	30061
138026	10603
132956	383
105894	10714
119571	6531
83079	3823
106028	6464
200269	23545
307	5146
137910	6773
515	9550
119539	146850
106386	3135
347	6483
126872	5613
198862	9815
466	867
106165	388552
161013	29926
537	915
105921	1340
105952	9939
83051	3440
83067	2885
106110	3655
105765	995
119548	89846
83101	527
105688	9252
137939	51065
105824	5695
291	197258
105971	6187
106591	5563
119548	9568
198868	53632
187354	5361
161006	5604
105937	10482
106590	6850
126872	5530
105952	6628
307	5138
498	390064
106439	161
106402	114609
485	3111
137987	54386
83076	6348
167324	3569
83049	1956
105996	11198
485	5994
138058	5879
144028	1535
105969	6193
160941	1163
83092	7471
132956	686
106504	4087
160942	11116
139488	64419
363	80055
153352	5613
105984	3981
106242	84790
83031	1645
105897	5705
106516	27330
161005	6327
161059	2767
499	5567
479	1278
106368	3351
106067	6194
105927	375519
169493	3588
83104	345456
137911	7276
198884	7529
119568	121260
83052	8503
137936	3596
167325	55741
82942	4717
106363	3350
160993	23404
456	2263
106411	729
160943	5527
106356	124538
105828	7311
106483	5516
147586	529
106534	113
83051	8764
83082	4067
106028	5136
187178	2557
198877	8737
119550	2793
106549	5432
125138	3117
137918	3082
83102	28964
105980	79731
106385	5595
187081	64127
83092	7474
119548	138882
106441	4804
137939	3276
132956	3291
187173	1453
161066	64116
132956	64579
83053	56413
83069	1001
161067	55630
82989	57678
105833	5688
416	2747
417	445329
161020	3061
83105	25
501	3265
83068	3914
106356	3708
83070	29119
83116	6464
343	4259
83032	2939
528	598
106346	9965
443	51616
106358	551
198884	28511
105884	2072
199538	113278
138632	1152
105740	5702
364	30814
144181	4688
139595	9615
106236	51604
137954	55763
160961	2255
119548	150681
147809	4790
106196	5516
106502	395
199266	1460
504	5567
106503	29127
106357	146
83036	6125
527	7424
105976	6187
106439	107
187202	57113
106537	23426
105964	10189
530	1869
307	221823
121285	71
96866	111
106426	29904
175229	10289
123028	139189
132956	27090
106357	6755
161020	4283
105782	5704
458	2549
105903	6122
105937	4686
187103	3460
175229	8480
198770	241
198863	2002
126872	801
161048	4869
501	3551
460	8740
105995	9688
106383	81285
478	896
106196	2992
198886	8390
488	116379
106420	53632
105843	4913
489	2057
497	2891
187104	9636
106549	8335
83092	7306
106198	8086
167325	26232
173907	8737
139500	6818
105960	6431
106356	125958
106109	55066
105801	9814
106029	7450
479	3673
83064	268
198851	1432
117293	1832
99051	1794
105812	25909
106417	3109
106552	3017
105940	9295
198824	653689
138071	5728
105895	91442
132956	669
152665	2532
490	8793
149806	51806
187103	3112
535	941
198799	8325
100064	8660
198845	5604
138010	3084
82987	3636
512	842
105995	6883
106328	6231
137957	84446
119546	8673
106230	6176
441	6147
106396	2002
173973	3845
504	114
153910	949
198909	1846
478	7059
106068	6201
138073	22797
105972	6188
106028	4352
161040	88
82997	2583
161012	4248
105998	2962
106556	7270
83094	5313
82944	10714
160992	5698
461	8527
82977	57452
488	3587
105820	5558
83091	3972
471	8607
105648	7311
106378	552891
138007	7283
106356	121364
106534	2904
83051	7852
105952	3184
106555	3012
83045	5981
425	128
138031	51399
125136	27258
441	6230
106502	55114
187211	5686
137934	1719
105961	53371
122191	330
491	5603
498	392392
82927	3417
106029	5527
105820	9491
82957	1158
154383	818
106549	10914
83025	759
105688	10371
106401	7867
187203	6547
198780	3562
529	207
106430	1977
106438	127124
132956	1373
187215	1432
96864	5295
138648	1503
105970	6205
106337	5829
526	5296
105688	1400
147809	5295
137992	2885
479	3688
148661	8503
106241	26272
187187	115
137959	4869
198770	6195
106357	7253
105903	6171
82989	56894
172846	3689
83105	7187
198793	43
83104	4790
119539	2791
119553	7525
137933	3567
105782	5693
106028	207
106540	8344
83080	940
106424	3630
161033	815
106510	2932
124832	23451
452	57804
138003	3619
106044	8527
406	9227
187203	493
488	282616
198902	1585
82987	84812
504	7479
105648	8837
106034	492
105911	5224
82940	3290
126872	8945
106356	391196
83104	81873
106413	11025
106522	6505
137990	55114
83077	338376
187357	51332
485	3821
187082	54106
99052	4125
83051	92
198844	1956
198916	2876
106512	5525
170654	80834
83036	6208
106388	177
198886	10316
139177	51166
132956	1576
105967	26986
436	215
169351	1965
416	440
137915	10818
83072	203068
137933	7033
508	3170
198760	2885
105740	9861
106503	393
472	3845
105899	10213
160942	10121
106050	2243
153859	9103
