setBiosysID	geneEntrezID
106419	2261
456	2317
460	3553
132956	2618
96866	1579
138002	999
83087	391211
147795	7043
132956	81616
349	54657
83097	1337
137934	5932
482	8531
153859	7097
171868	1298
198795	3791
137930	8440
106074	6227
106067	6167
193328	4116
198816	1398
187203	490
106043	147
198863	6667
138072	6416
83101	127124
106356	219952
105766	7027
106572	90423
106341	5290
198770	896
105999	5433
106356	127074
105919	8803
106470	5577
160134	4793
105829	983
161022	122042
102181	3303
105991	3159
82936	5019
106029	5054
106199	7360
160952	25888
83080	2353
105739	1026
504	8326
149806	408
193147	5604
528	5295
83079	5881
198795	3674
198884	7182
83105	3265
161008	1272
198813	687
106483	5518
105837	4968
119548	5741
83087	81050
106465	5594
83121	3135
105909	94235
83051	282618
105909	9495
83107	207
199378	51367
106096	6812
105688	6323
101143	5598
83031	119391
137956	5054
83052	8525
132956	548596
161020	116
519	7422
99051	113
83067	5154
119559	55117
161037	815
106383	403253
137918	4633
130590	5594
82946	10201
153910	821
117292	8517
309	171568
137972	7280
114228	2212
500	5290
153910	10382
301	3284
495	1454
105801	8655
132956	55808
199266	10528
456	4149
105902	6727
82944	4831
194384	335
198864	6196
106169	5409
198874	3672
199378	10557
528	867
105700	54905
456	4776
199266	55998
106043	1902
106392	7189
83059	6009
105765	22995
198803	8664
483	2770
160977	26230
105902	590
82986	10555
161012	2677
105801	54820
83054	5001
160981	6916
198843	5681
471	1488
138059	2768
83087	81328
198814	5214
106439	83464
83123	3593
106230	6129
189045	9901
138055	942
119548	4828
137955	5894
497	2770
105765	10197
137992	5781
102279	1234
137999	5297
132956	10195
187197	9371
82964	259307
137999	5286
198881	3932
106234	5627
83048	998
101142	259307
83053	5724
83102	525
160140	7525
106516	2890
198884	3784
198862	9454
105977	6159
105983	7311
106396	4208
105883	1643
161003	8829
138036	1455
137968	2280
198774	6093
466	84447
106028	5336
105900	5001
106165	1213
466	10401
82932	217
83053	5023
323	2752
83049	5599
105972	7458
83060	331
137938	801
106387	8411
106516	2773
160967	54751
187194	374868
147809	5331
83052	56623
198859	4023
105940	25888
198843	10181
161004	6197
509	4694
161024	221955
106013	11097
152665	7060
93992	10479
106516	2561
82969	22929
465	10912
105739	5706
144181	3688
106249	10560
82942	498
187082	7867
117293	3672
119520	9826
198862	1399
106502	4983
106503	23092
137945	3240
106099	109
106263	272
106549	2071
198918	2537
106341	2885
198779	208
105698	6799
450	51129
105938	6258
160141	6885
167190	9601
468	11345
106357	4161
132956	10621
83085	2906
105688	9048
106402	246330
106223	808
144182	486
167324	88
105904	10130
105948	51497
147586	155066
503	5594
105909	1131
82978	10720
160943	80152
138073	3280
105740	10213
83100	55081
529	5894
169493	5296
198819	23236
106048	3674
320	55217
101144	3309
106384	5290
119551	26575
137974	2934
193096	10990
350	1116
198784	51564
83086	84647
198814	3099
106131	3030
138057	4208
105902	3710
138627	1595
119548	219858
309	5426
82984	2134
83117	3551
106192	2628
198864	5529
106503	57381
367	30814
198881	998
102181	154
138601	5336
83062	1487
106099	5573
105821	5713
82927	5160
82998	160287
105698	221357
105769	4609
106403	9252
83044	29935
105883	902
132956	11320
530	1021
335	2572
106516	27092
487	51311
198847	83439
106386	5908
105648	355
492	4776
105771	5710
83067	3909
125136	9343
535	3002
96864	6351
160943	4174
106179	56922
138017	7297
489	2208
83051	7293
106426	5564
106349	2248
198780	4323
160981	4048
198842	3685
106041	11214
137946	602
106513	10681
106503	23221
106169	5695
198795	22801
198886	81697
132956	36
106015	1104
106383	79295
175229	94026
106230	6132
105861	675
198781	7433
153376	109
105906	27230
106357	6368
105983	7520
82930	29085
106356	4887
198759	2786
106513	1146
504	1387
161075	53919
142252	57678
82942	509
106549	7702
198900	4319
106439	27237
480	100506658
106165	6844
83087	284433
160948	8342
106549	554313
106551	121504
509	1339
83087	135941
106029	2778
105810	7277
132956	8394
153910	81027
177876	51367
172846	720
198861	1813
187198	490
138016	3320
105677	6304
106068	1211
187103	6773
366	151056
491	5777
83020	128
105965	6159
169346	1123
119559	115111
106572	142680
83032	1557
105829	23198
105928	57369
105786	4171
527	4893
149807	60
105948	7936
187103	3106
160947	2965
83100	2915
105754	4173
106034	5581
83056	4591
106513	1135
83065	3265
198873	2194
83072	7278
137994	9459
82964	125061
106358	10563
169493	330
106493	2774
83083	3676
96865	968
427	7363
152665	2993
105743	5714
357	8704
139755	4967
429	570
363	9487
198881	5604
459	8913
160942	984
82987	5298
161020	2532
106448	7314
83068	131873
496	3708
460	3567
303	7388
198779	409
105971	8668
198805	6119
83097	1329
198805	1874
105697	5621
138068	2309
471	23500
198876	1719
119558	153201
138063	3717
106356	5173
119544	10499
83054	8556
106513	56666
463	891
106390	57162
500	3695
106461	5603
198864	5523
478	3680
153910	1520
198774	10413
83087	390275
106356	1232
105938	5468
138058	597
138060	1956
82944	5140
106327	728294
119548	554
106534	83988
121285	5350
198912	6277
198782	5894
106003	5435
160971	3163
83054	1022
161050	8342
171868	6505
122131	23118
83048	5881
105979	6256
105778	990
106383	219429
83105	2257
529	8900
83093	6794
124832	6426
83065	54437
106017	6233
105983	3055
83036	6124
105937	9818
106001	2968
160939	5695
194323	356
82989	81579
83036	6147
83079	5595
293	54575
105967	6130
106126	33
187093	4791
83105	8323
198786	5721
105769	1022
498	816
393	4548
160975	5595
169352	595
293	54658
303	55967
105999	5441
106549	2967
513	51382
187106	8651
487	5603
187089	4792
106276	30833
106328	6173
106068	6143
119548	390151
161052	5439
106043	846
83071	8777
106138	6342
160952	6635
200269	3605
106350	2885
106478	4914
198849	805
105921	498
83048	5532
83051	4050
187348	5362
441	6229
83051	944
106160	1213
138017	1950
96864	4067
160948	3018
106496	808
106026	5686
82995	8708
124833	4790
83075	1511
119550	8786
96864	6374
106254	60496
83085	805
198784	91807
106230	1798
450	5106
106357	148
198799	7855
82977	55568
106397	148022
466	8452
147586	23545
106068	5433
104488	6611
105790	8318
83099	5533
83122	3119
106439	207
499	2784
132956	10905
96530	114
83077	81848
345	29929
124832	8175
105890	902
106471	111
105688	7408
119548	390649
187211	5721
105971	6232
106010	291
83085	5330
106439	5577
198845	1977
478	5063
512	518
160993	118460
96530	5567
468	115201
137963	4149
161027	1138
105937	6208
83061	23401
307	51251
105951	11051
119548	1241
137938	1869
198795	7424
504	3815
198813	3312
105837	328
105981	3035
106076	5434
106401	23118
138041	2042
475	7043
154409	3776
167325	5602
106230	6902
119540	5170
193328	4686
105953	6637
119519	7094
119558	389015
114228	8976
193146	23439
187187	2778
307	10622
169306	5646
105832	8881
198774	7161
137962	22943
480	3119
480	9379
138073	4654
198884	10010
116129	3674
500	7454
161043	2783
106199	5837
436	6890
83067	22801
101142	2746
198860	1351
105978	51121
105721	4259
105965	6136
169347	4602
106574	53371
475	4086
83069	940
161037	801
513	528
301	54576
119538	3479
106400	10333
106028	3779
531	5336
187212	1981
138056	55662
105909	5908
138032	857
106028	1795
137979	3630
198828	1839
198832	1051
307	2272
106572	55867
105817	9126
198906	196883
487	3654
160950	10291
153376	6558
534	3015
105698	116285
161013	11320
105951	11100
132956	248
194385	84647
307	5169
137940	7422
509	841
478	5501
106263	1635
198862	84433
114229	55799
461	8394
105978	6123
106356	83756
106053	2266
106068	6154
187178	3766
106385	5921
473	11317
177876	55520
173907	440275
138045	7033
187089	7311
169295	114
198884	7763
106160	6643
491	2534
83056	6921
117293	1674
100064	4804
169348	387
106163	1314
167324	3912
137932	5580
138060	1950
187212	9861
193096	3553
160999	5306
83098	120892
495	406
307	55276
106043	257313
137941	1827
105807	7531
169493	5293
106385	8440
445	5693
105786	5694
105983	5711
102181	29082
106110	6654
194385	2168
199266	54552
369	9517
142401	112937
198836	3672
105826	5685
105688	3984
119548	340980
82995	10317
298	51478
498	390038
106523	6571
198825	2147
83048	929
530	3551
105721	54575
106401	1386
149806	2979
83077	3566
106460	6014
198803	8667
106465	3845
105967	6233
119548	390148
83101	71
144181	5743
496	4893
528	9846
82946	5558
345	29880
106560	6636
106048	5578
198900	4327
187192	534
83114	4893
198779	835
105786	1017
132956	1327
82949	2593
132956	3242
522	808
105957	6430
169344	6502
93992	6546
132956	57016
139068	197257
481	2064
83087	390195
106110	5747
106017	200316
105741	5720
147809	5520
106028	490
83089	8976
105937	5467
82935	34
82992	1577
105837	2189
198806	2033
96865	2720
106001	2965
132956	341392
476	137970
105782	4172
83110	5604
172846	728
105996	6923
193184	53918
138059	2776
83078	931
187196	4778
83122	2215
83086	81579
105973	6137
350	5372
83100	9519
106281	51251
106412	727
169346	7074
106249	6513
106414	3108
83090	5568
106574	10291
138389	4597
106356	2783
169345	6500
132956	7083
198806	836
106114	10555
96530	91807
137967	116986
198765	27239
83117	5970
106162	10427
106441	4792
83118	1019
138064	8038
106110	50848
460	55801
101144	6647
105677	10134
83051	50616
105739	4172
160939	5692
83122	732
106383	283694
187097	3448
82942	4694
198779	51701
303	50617
106334	5433
173973	5519
132956	50484
106378	2784
325	7306
105897	5516
105825	5707
502	8398
119558	79023
498	127623
83055	85417
83069	3685
105812	5528
160992	10605
82972	1610
160992	54512
161053	6923
106397	6285
160944	6233
105826	8945
105923	784
198874	5604
83065	6586
83084	23291
102279	89853
105943	5434
83055	545
106471	108
137975	7421
96864	5747
490	51744
106561	9328
169346	2059
106460	673
105826	5708
137944	7335
137982	2781
83025	377677
106503	23779
482	5583
106551	8354
83122	3122
105943	6874
119304	2773
119522	10507
121285	109
83060	1676
106552	8338
105740	5696
101143	4914
327	4128
488	3561
424	23395
525	2535
106507	7422
106387	9261
106356	5588
106244	10471
169348	9475
119558	6529
137976	3718
105801	5566
83087	26664
198878	2005
187220	9871
83090	10580
83101	55176
137910	9564
138018	3105
119549	5745
106453	387
198794	2920
116127	87178
106459	3709
187082	3725
106357	2919
471	4316
106067	6133
160955	6155
119552	5062
506	5291
187086	257397
106418	917
137989	4318
83105	1487
106459	5518
138074	6295
125136	55119
105911	2023
82991	80142
193147	1436
138071	5155
105999	4331
82975	29929
105978	11224
198786	8335
528	2885
106496	5136
138064	8324
169353	6908
105978	6209
138057	10746
137928	5879
105808	55722
106572	8992
198811	994
106493	5141
459	5481
153352	478
160947	6924
198833	5970
106402	6285
137915	5594
198868	51422
83067	4633
82992	246
137933	3718
518	5595
82959	2954
520	5294
160976	204219
137991	10718
83087	390066
106357	387129
82966	1806
198784	5530
198784	2247
106135	622
83044	5982
160976	1583
106420	8823
82997	9197
116128	3441
138940	5330
119548	9628
106011	292
523	5604
105898	10197
105894	5426
106062	857
169306	491
105901	143471
138058	5921
83049	6655
106419	6194
82991	242
139453	130013
126909	111
406	216
106475	84335
83047	27434
119550	187
105698	4257
198813	3301
105984	22916
106367	11255
105983	2534
137962	10159
105783	5702
498	347468
106031	1278
153910	9114
106378	8323
187106	7412
198871	3932
82957	95
105937	90390
83122	8352
167325	3306
106557	6426
83059	673
193328	11052
137982	2775
83096	3171
119548	1814
132956	1158
105984	2237
161003	10048
137936	3558
82926	5213
106246	10694
106065	5478
160943	5691
132956	2744
477	5319
387	8803
187215	23404
106383	143502
529	862
153352	2982
187093	3552
492	1147
106572	115584
83069	57502
187193	481
119548	2841
83087	219965
83116	5293
106029	5552
105951	5435
83052	5296
119559	54407
83051	29949
105754	5982
533	3558
187211	5698
105909	152
105664	27113
132956	5051
160976	338
187090	3551
187171	2784
83121	3439
105697	8913
83050	5331
105904	37
198877	5602
324	217
105897	55746
105782	5981
470	23533
106511	5715
106590	8398
132956	23305
512	4729
105652	841
83087	283111
105802	993
198845	382
106345	27006
106355	2264
106352	8074
106489	4853
106444	6453
105770	6502
106205	57546
137993	55509
83089	23191
106327	3939
96864	5332
161002	7222
161052	902
497	4067
82966	223
83116	673
160943	54908
198918	8368
138022	5291
106516	5578
106510	7314
119549	6343
105977	6125
105940	10992
144028	3123
105777	4999
187178	2558
138455	6697
119546	1362
106417	7454
138014	2353
460	8794
198898	412
106111	344
82938	10998
106337	161
160947	5435
137964	5879
83051	8793
83054	991
161067	25800
102279	6455
198766	7535
160976	6604
193328	1477
106518	2744
83102	8992
347	56913
119548	8503
116129	3694
106230	9945
106349	2251
443	138474
105970	6191
114228	5879
160950	5436
169306	279
465	6241
105998	6883
187089	23118
83080	5058
471	27101
106176	5695
132956	11128
198807	7533
105743	7314
83067	22798
160991	51010
105978	7311
187216	8741
106386	3117
160947	2968
106537	4905
106472	805
83089	3672
193184	1478
173907	2932
169295	8398
106534	2557
106063	51378
83051	3586
119548	128371
198906	147
106459	6016
459	3706
83053	57105
198886	26211
138073	5481
160942	79959
105688	9423
83083	4478
198850	1576
161063	548645
105765	147841
83055	3479
106249	80347
187214	167227
198864	3265
83083	5906
105999	6881
137922	1432
465	1017
483	81027
83125	326
105901	5698
105901	4175
83090	3098
83087	283297
137943	4294
105680	1828
138047	6237
106468	113
106358	6361
83078	2322
105909	3747
106475	1026
483	5604
106028	10451
83104	7454
187212	5705
106028	948
106482	2002
82973	2937
148661	5291
187211	122706
106356	390067
114229	3685
83065	285220
83122	3111
106551	8365
160976	4594
193147	208
106541	5425
343	9446
105771	5699
482	24146
106249	6573
161047	2785
187106	3107
516	347733
105784	4999
83063	51684
106439	6868
106386	8945
83090	10603
106230	10383
119548	8111
137956	54583
83076	1432
193096	814
537	5993
83061	1457
105765	983
160948	6908
138068	161742
320	55870
160955	6132
106169	5715
138073	1027
114229	785
101142	18
105677	5339
516	112714
138054	5295
105883	5439
105965	26986
105973	9045
138032	55361
198884	5178
138057	5868
187200	27345
161007	3673
106034	2770
106404	5970
198855	3446
105783	9134
470	7186
105765	57551
114229	3696
83070	8936
83077	1270
199378	9790
105899	5690
106115	64834
83077	3600
83100	5437
138072	5291
427	1555
309	654364
105688	6237
105968	6125
198896	581
160983	7173
175229	51808
198812	6660
485	5993
106028	5296
105783	4331
138009	6801
106561	2976
198864	958
198903	7139
498	805
83040	5717
198825	3043
138073	4602
82946	50484
106513	1644
424	4677
106230	6138
105890	267004
364	391013
137939	857
198771	51053
199266	1457
198803	29904
198882	8651
106466	3265
198843	1196
160999	7204
106019	940
106574	3192
105966	6146
106023	567
466	10075
153859	3133
177876	10482
105721	2948
137930	1499
106010	5718
105837	5438
138389	3157
106387	731
462	4142
161003	1759
142461	3418
106358	2837
105861	2547
105749	5695
106427	30849
520	4790
105769	5708
105966	8891
505	5565
105984	57122
132956	1350
198782	5290
106459	5578
137937	2781
83108	5879
490	5604
487	3445
105978	6189
198805	1027
296	1632
460	7423
187198	3710
119550	1129
161020	1908
106169	7166
153859	8411
105797	5699
106028	90952
187193	2562
106179	549
200269	5228
106439	121512
138051	3265
198772	3091
137964	80824
106345	2252
83087	4992
198851	10497
100065	4851
132956	8821
187229	57453
198909	5532
198786	5690
105937	65109
198813	2674
106357	6351
138576	122970
479	7148
119548	2864
138004	4791
137939	3304
137958	1278
106502	389
106019	55690
83070	4087
198876	4831
303	6392
167190	10483
106028	8525
458	1398
106356	150
187173	8864
471	51701
106420	5594
119548	79924
99051	6093
105968	25873
198820	1119
471	815
160957	54106
461	51806
106386	5527
106383	8392
160960	2251
198770	9094
105812	5903
487	148022
106441	7311
105770	5718
325	3081
132956	514
161020	6846
187198	5516
106348	6383
105909	2788
169356	8394
138010	3055
119550	4544
161013	7991
512	1337
82992	1557
82989	8681
160994	1977
105959	8021
313	6470
513	245972
160941	6241
497	8681
106029	54331
83048	10000
105983	5700
460	4254
523	1147
83090	6464
106475	10000
106062	5197
83097	3553
443	6884
105765	6396
466	9886
169493	3118
82983	93010
198811	7532
106439	51107
96864	6357
99052	8722
172845	9054
83021	54659
83114	207
198840	5340
106196	8908
121494	109
105899	4173
106398	6283
119571	57181
119548	2781
132956	5286
105937	904
106572	2783
106028	7222
198784	5879
119532	1007
119548	8526
114229	3908
106028	146850
105908	5340
154383	3773
125136	10084
187193	492
161059	2785
106574	5439
187218	5589
101143	1399
106145	1109
105791	5557
119530	6655
198775	5923
105984	23225
83087	341416
83082	5335
105904	3309
106572	2560
137983	4093
83083	23533
148661	23533
105765	4999
487	5595
198847	5048
175229	11218
160976	3295
83114	7157
161020	9568
137958	5583
187082	9261
198816	5829
138045	2353
83042	1374
177876	9984
160134	8517
137934	5328
105749	5721
83037	55703
83072	3709
106590	8936
137946	5966
160991	3184
124833	8517
138169	2746
105831	4085
106034	22927
161072	9356
137917	6776
102279	155
169355	124056
105750	5983
137979	6667
138047	2049
119572	6517
105937	7307
83035	23461
83018	249
106378	2695
531	1019
478	53358
152657	3553
106176	5718
106145	1593
199378	84128
198884	1540
173907	3845
82978	56983
